ref,book_osis,chapter,verse_start,verse_end,kjv_text,cuvs_text,has_commentary,summary_en,summary_zh,bullet_points_en,bullet_points_zh,sources,evidence,model,prompt_version,created_at,status,error,keep_drop,my_edit_en,my_edit_zh,notes
1Cor 10:26,1Cor,10,26,26,,因為地和其中所充滿的都屬乎主。,1,"The excerpt explains that Paul cites “The earth is the Lord’s, and everything in it” in 1 Corinthians 10:26 to support the practical conclusion that Christians may eat meat sold in the marketplace without raising conscience questions. While Psalm 24:1 states God’s ownership of all creation, Paul applies the same text to justify eating such food.",段落指出，保罗在林前10:26引用“地和其中所充满的都属耶和华”，用来支撑一个实际结论：基督徒可以放心吃市上所卖的肉，不必为良心疑问而查问。诗篇24:1强调万物属主，而保罗将同一经文应用于饮食/买卖情境以证明可食用。,"[""Same wording as Psalm 24:1, but different use."", ""In 1 Cor 10:26 Paul uses it to argue believers may eat marketplace meat."", ""God’s universal ownership implies the food is clean to eat without inquiry.""]","[""与诗篇24:1用词相同，但用途不同。"", ""在林前10:26中，保罗用这句经文来论证可吃市上所卖的肉。"", ""因万物属主，所以这些食物可不加查问地享用。""]",InterpretingTheBible--Revision2 — https://ia801301.us.archive.org/0/items/InterpretingTheBible/InterpretingTheBible--Revision2.pdf,"- para_id=286, p_index=65: Explicitly contrasts Psalm 24:1 and 1 Cor 10:26, stating Paul uses the verse to argue meat from the marketplace may be eaten.",,,,,,,,,
  InterpretingTheBible--Revision2 | https://ia801301.us.archive.org/0/items/InterpretingTheBible/InterpretingTheBible--Revision2.pdf,,,,,,,,,,,,,,,,,,,,,,
  a. Two texts can be exactly the same, but their use is different. As an example, consider Psalm 24:1a and 1 Corinthians 10:26," """"The earth is the LORD's and everything in it."""" In Psalm 24", the teaching is that everything belongs to the LORD, but in 1 Corinthians this text is used as an argument to prove that meant bought at the market place can be eaten.,,,,,,,,,,,,,,,,,
#NAME?, p_index=65: Duplicate statement reinforcing the same point about the verse’s application in 1 Corinthians.,,,,,,,,,,,,,,,,,,,,,
  InterpretingTheBible--Revision2 | https://ia801301.us.archive.org/0/items/InterpretingTheBible/InterpretingTheBible--Revision2.pdf,,,,,,,,,,,,,,,,,,,,,,
  a. Two texts can be exactly the same, but their use is different. As an example, consider Psalm 24:1a and 1 Corinthians 10:26," """"The earth is the LORD's and everything in it."""" In Psalm 24", the teaching is that everything belongs to the LORD," but in 1 Corinthians this text is used as an argument to prove that meant bought at the market place can be eaten.""",gpt-5,v1,2025-12-16T06:33:06-05:00,ok,,,,,,,,,,,,,
1Cor 11:7,1Cor,11,7,7,,男人本不該蒙着頭，因為他是神的形像和榮耀；但女人是男人的榮耀。,0,The excerpt is about 1 Corinthians 15 and only references 1 Corinthians 11:7 in passing to note Paul’s rejection of Philo’s two-creation reading of Genesis. It does not actually explain or comment on 1 Corinthians 11:7 itself.,该段主要讨论林前15章，只是顺带提到林前11:7，用以表明保罗并未采纳斐洛的“两次创造”解读；并未对11:7本身作出解释。,[],[],ent — https://www.biblicaltheology.org/ent.pdf,"- para_id=188, p_index=32: Mentions 1 Cor 11:7 only as a comparative reference while arguing Paul rejects Philo’s two-creation exegesis; provides no direct exposition of 1 Cor 11:7.",,,,,,,,,
  ent | https://www.biblicaltheology.org/ent.pdf,,,,,,,,,,,,,,,,,,,,,,
  in 15:42, 43. Four contrasts are named; the first three in each case appear to be the result of the fourth. The dominating antithesis is that between the soma psuchikon and the soma pneumatikon. Still Paul can scarcely mean to teach that “corruption,” “dishonor,” “weakness” are in the same sense necessary and natural results of the “psychical” character of the earthly body," as the corresponding opposites are necessary and natural concomitants of the pneumatic character of the resurrection body. …""",gpt-5,v1,2025-12-16T06:33:28-05:00,ok,,,,,,,,,,,,,,
1Cor 11:24,1Cor,11,24,24,,祝謝了，就擘開，說：「這是我的身體，為你們捨〔有古卷作：擘開〕的，你們應當如此行，為的是記念我。」,1,"The phrase in 1 Cor 11:24, “This is my body for you” (huper humon), signals sacrificial surrender on behalf of believers. Thus Paul understands the Supper not merely as a rite of covenant fellowship but as an atoning rite that introduces into the new covenant because it atones. Together with “the new covenant in my blood” (v.25) and Passover imagery (1 Cor 5:7), Christ’s death is presented as removing the guilt of sin (objective) and grounding believers’ purity (subjective).",林前11:24中的“这是我的身体，为你们（ὑπὲρ ὑμῶν）”表明基督为信徒所献的牺牲性舍命。因此，保罗将主餐理解为不但引入新约团契，更首先是赎罪的礼仪；正因赎罪，才引入新约。配合“这杯是用我血所立的新约”（11:25）与逾越节意象（林前5:7），基督之死既除去罪咎（客观层面），也成为信徒圣洁生活的根基（主观层面）。,"[""“For you” (huper humon) in 11:24 denotes sacrificial surrender on behalf of believers."", ""The Supper signifies an atoning rite that introduces into the covenant because it atones, not merely a fellowship rite."", ""Linked with “in my blood” (v.25) and Passover typology (1 Cor 5:7), Christ’s sacrifice removes guilt (objective) and grounds ethical purity (subjective).""]","[""11:24中的“为你们”（huper humon）表明基督的舍身具有代赎、祭献性质。"", ""主餐显明赎罪之死；它之所以引入新约团契，是因为先行赎罪，而非相反。"", ""结合“在我血中的新约”（11:25）与逾越节意象（林前5:7），基督的祭献除去罪咎（客观）并推动圣洁生活（主观）。""]",sipda — https://www.biblicaltheology.org/sipda.pdf,"- para_id=721, p_index=7: Explicitly interprets “the body…for you” (1 Cor 11:24) as sacrificial, relates it to “the new covenant in my blood” (v.25), and concludes that 1 Cor 11:24–25 teach sacrifice removes guilt.",,,,,,,,,
  sipda | https://www.biblicaltheology.org/sipda.pdf,,,,,,,,,,,,,,,,,,,,,,
  next, the Lord’s death appears as a covenant sacrifice: “This cup is the new covenant in my blood.” Ritschl concludes from this that the death of Christ cannot have had for Paul any more definite associations than those of a transaction introducing the New Testament church into the communion of God to which the forgiveness of sin is attached. Of course, a covenant sacrifice is a sacrifice which introduces into covenant fellowship," but this general statement leaves entirely undetermined the manne …""",gpt-5,v1,2025-12-16T06:34:19-05:00,ok,,,,,,,,,,,,,,,
1Cor 11:25,1Cor,11,25,25,,飯後，也照樣拿起杯來，說：「這杯是用我的血所立的新約，你們每逢喝的時候，要如此行，為的是記念我。」,1,"The passage treats 1 Cor 11:25 as presenting Christ’s blood as sacrificial blood that inaugurates the new covenant, in conscious contrast to the Sinai covenant ratified with sacrificial blood. This shows Paul associates Christ’s blood with sacrificial propitiation, not merely with a violent death, and accords with his emphasis on Christ’s voluntary, obedient self-offering.",本文将林前11:25理解为：基督的血是立新约的“祭血”，与西奈之约用祭牲之血立约相对照；这表明保罗把基督之血与赎罪性的祭祀联系在一起，而不仅是暴力死亡的记号，也符合他强调基督自愿顺服地献上自己的死亡。,"[""In 1 Cor 11:25 the cup signifies sacrificial blood inaugurating the new covenant, paralleling the Sinai covenant’s ratification by blood."", ""Paul thereby links Christ’s blood with sacrificial propitiation rather than merely the fact of a violent death."", ""This fits Paul’s stress on Christ’s voluntary, obedient self-offering.""]","[""林前11:25中的“杯”表明基督之血是立新约的祭血，对应西奈立约时以血立约。"", ""因此，保罗把基督之血与赎罪性的祭祀相连，而非仅指暴力致死的现象。"", ""这与保罗强调基督自愿、顺服的献祭之死相一致。""]",sipda — https://www.biblicaltheology.org/sipda.pdf,"- para_id=716, p_index=2: Explicitly identifies 1 Cor 11:25 as presenting Christ’s blood as sacrificial blood inaugurating the new covenant and argues this supports a propitiatory, not merely violent-death, understanding.",,,,,,,,,
  sipda | https://www.biblicaltheology.org/sipda.pdf,,,,,,,,,,,,,,,,,,,,,,
  the sacrificial idea in Paul’s mind by the scarcity of explicit sacrificial language in his writings. But the question may be raised whether the passages which contain the idea of sacrifice more or less explicitly are actually so few in number as Weiss and others would have us believe. First of all we have the classical passage, Romans 3:25, 26. Next the words quoted by the apostle from the institution of the Supper," in which the blood of Christ is represented as sacrificial blood inaugurating t …""",gpt-5,v1,2025-12-16T06:34:56-05:00,ok,,,,,,,,,,,,,,,
1Cor 11:26,1Cor,11,26,26,,你們每逢吃這餅，喝這杯，是表明主的死，直等到他來。,1,"The passage uses 1 Cor 11:26 to argue that the Lord’s Supper (and the New Covenant it signifies) belongs to the present, pre-eschatological period: it is a proclamation of Christ’s death until He returns. Thus the Supper/Covenant emphasizes present blessings (forgiveness and fellowship) rather than the consummated Kingdom, is distinct from the final Kingdom meal, and is grounded in Christ’s expiatory death, received through partaking of His body and blood. It cautions against importing a testamentary sense into Jesus’ Supper words and maintains a Kingdom–Covenant distinction.",该段以林前11:26论证：主的晚餐（及其所表明的新约）属于现今的末世前阶段；教会在“直到他来”之前通过圣餐宣告基督之死。因此，圣餐/新约侧重当下的祝福（赦罪与与神相交），有别于将来的国度盛宴，并且以基督的代赎之死为基础，通过领受祂的身体和宝血而得。作者并提醒不要把“遗嘱”之意读入主设立圣餐的话，并保持国度与约的区分。,"[""1 Cor 11:26 shows the Supper is a proclamation of Christ’s death until His return, marking it as pre-eschatological."", ""The Supper and Covenant emphasize present blessings (forgiveness, fellowship with God) rather than the consummated Kingdom."", ""Synoptic sayings about not eating/drinking until the Kingdom underscore that the Supper belongs to a stage distinct from the final Kingdom."", ""Avoid importing a testamentary sense into the Supper words; keep the Kingdom–Covenant distinction."", ""The Covenant is founded on Christ’s expiatory death and received by partaking of His body and blood.""]","[""林前11:26表明：圣餐在“直到他来”之前宣告主的死，属末世成全之前的阶段。"", ""圣餐与新约强调当下的救恩福分（赦罪、与神相交），而非成全后的国度丰满。"", ""对观福音中“直到在神国里才喝/吃”的说法表明圣餐与最终国度的筵席属不同阶段。"", ""不要把“遗嘱/遗赠”的意义读入圣餐设立词，应保持国度与约的区分。"", ""新约立于基督的代赎之死，借着领受祂的身体与宝血而被接受。""]",cov — https://www.biblicaltheology.org/cov.pdf,"- para_id=71, p_index=15: Explicitly quotes 1 Cor 11:26 to place the Supper/Covenant in the pre-eschatological period and to distinguish it from the final Kingdom, grounding it in Christ’s expiatory death.",,,,,,,,,
